name_lat,half_dec,pres
Malaxis monophyllos,1995,25
Malaxis monophyllos,2000,24
Malaxis monophyllos,2005,17
Malaxis monophyllos,2010,11
Malaxis monophyllos,2015,5
Malus sylvestris agg.,1960,27
Malus sylvestris agg.,1965,53
Malus sylvestris agg.,1970,70
Malus sylvestris agg.,1975,78
Malus sylvestris agg.,1980,97
Malus sylvestris agg.,1985,154
Malus sylvestris agg.,1990,166
Malus sylvestris agg.,1995,187
Malus sylvestris agg.,2000,678
Malus sylvestris agg.,2005,535
Malus sylvestris agg.,2010,768
Malus sylvestris agg.,2015,108
Malva alcea,1960,53
Malva alcea,1965,108
Malva alcea,1970,83
Malva alcea,1975,118
Malva alcea,1980,92
Malva alcea,1985,112
Malva alcea,1990,88
Malva alcea,1995,60
Malva alcea,2000,146
Malva alcea,2005,85
Malva alcea,2010,63
Malva alcea,2015,79
Malva moschata,1960,58
Malva moschata,1965,126
Malva moschata,1970,137
Malva moschata,1975,159
Malva moschata,1980,173
Malva moschata,1985,204
Malva moschata,1990,143
Malva moschata,1995,154
Malva moschata,2000,295
Malva moschata,2005,197
Malva moschata,2010,219
Malva moschata,2015,118
Malva neglecta,1960,44
Malva neglecta,1965,89
Malva neglecta,1970,192
Malva neglecta,1975,349
Malva neglecta,1980,314
Malva neglecta,1985,343
Malva neglecta,1990,213
Malva neglecta,1995,219
Malva neglecta,2000,508
Malva neglecta,2005,334
Malva neglecta,2010,240
Malva neglecta,2015,314
Malva pusilla,1960,14
Malva pusilla,1965,6
Malva pusilla,1970,36
Malva pusilla,1975,34
Malva pusilla,1980,36
Malva pusilla,1985,34
Malva pusilla,1990,45
Malva pusilla,1995,20
Malva pusilla,2000,48
Malva pusilla,2005,37
Malva pusilla,2010,13
Malva pusilla,2015,44
Malva sylvestris,1960,37
Malva sylvestris,1965,102
Malva sylvestris,1970,137
Malva sylvestris,1975,151
Malva sylvestris,1980,117
Malva sylvestris,1985,127
Malva sylvestris,1990,117
Malva sylvestris,1995,64
Malva sylvestris,2000,210
Malva sylvestris,2005,154
Malva sylvestris,2010,109
Malva sylvestris,2015,111
Malva verticillata,1960,5
Malva verticillata,1965,4
Malva verticillata,1970,1
Malva verticillata,1975,2
Malva verticillata,1980,3
Malva verticillata,1985,2
Malva verticillata,1990,1
Malva verticillata,1995,1
Malva verticillata,2005,4
Malva verticillata,2010,3
Malva verticillata,2015,4
Marrubium peregrinum,1960,11
Marrubium peregrinum,1965,4
Marrubium peregrinum,1970,12
Marrubium peregrinum,1975,11
Marrubium peregrinum,1980,7
Marrubium peregrinum,1985,6
Marrubium peregrinum,1990,18
Marrubium peregrinum,1995,7
Marrubium peregrinum,2000,8
Marrubium peregrinum,2005,5
Marrubium peregrinum,2010,7
Marrubium peregrinum,2015,5
Marrubium vulgare,1960,10
Marrubium vulgare,1965,10
Marrubium vulgare,1970,12
Marrubium vulgare,1975,19
Marrubium vulgare,1980,6
Marrubium vulgare,1985,3
Marrubium vulgare,1990,9
Marrubium vulgare,1995,6
Marrubium vulgare,2000,9
Marrubium vulgare,2005,10
Marrubium vulgare,2015,6
Matricaria chamomilla,1960,24
Matricaria chamomilla,1965,49
Matricaria chamomilla,1970,110
Matricaria chamomilla,1975,160
Matricaria chamomilla,1980,221
Matricaria chamomilla,1985,316
Matricaria chamomilla,1990,146
Matricaria chamomilla,1995,167
Matricaria chamomilla,2000,495
Matricaria chamomilla,2005,294
Matricaria chamomilla,2010,390
Matricaria chamomilla,2015,202
Matricaria discoidea,1960,59
Matricaria discoidea,1965,178
Matricaria discoidea,1970,326
Matricaria discoidea,1975,417
Matricaria discoidea,1980,447
Matricaria discoidea,1985,446
Matricaria discoidea,1990,315
Matricaria discoidea,1995,388
Matricaria discoidea,2000,1008
Matricaria discoidea,2005,521
Matricaria discoidea,2010,382
Matricaria discoidea,2015,307
Matteuccia struthiopteris,1960,30
Matteuccia struthiopteris,1965,29
Matteuccia struthiopteris,1970,53
Matteuccia struthiopteris,1975,43
Matteuccia struthiopteris,1980,38
Matteuccia struthiopteris,1985,50
Matteuccia struthiopteris,1990,49
Matteuccia struthiopteris,1995,43
Matteuccia struthiopteris,2000,136
Matteuccia struthiopteris,2005,53
Matteuccia struthiopteris,2010,129
Matteuccia struthiopteris,2015,148
Medicago falcata,1960,52
Medicago falcata,1965,139
Medicago falcata,1970,267
Medicago falcata,1975,252
Medicago falcata,1980,264
Medicago falcata,1985,276
Medicago falcata,1990,426
Medicago falcata,1995,295
Medicago falcata,2000,585
Medicago falcata,2005,497
Medicago falcata,2010,361
Medicago falcata,2015,75
Medicago lupulina,1960,135
Medicago lupulina,1965,251
Medicago lupulina,1970,372
Medicago lupulina,1975,455
Medicago lupulina,1980,477
Medicago lupulina,1985,404
Medicago lupulina,1990,435
Medicago lupulina,1995,586
Medicago lupulina,2000,1189
Medicago lupulina,2005,972
Medicago lupulina,2010,754
Medicago lupulina,2015,377
Medicago minima,1960,20
Medicago minima,1965,45
Medicago minima,1970,44
Medicago minima,1975,63
Medicago minima,1980,41
Medicago minima,1985,42
Medicago minima,1990,70
Medicago minima,1995,41
Medicago minima,2000,105
Medicago minima,2005,65
Medicago minima,2010,84
Medicago minima,2015,47
Medicago prostrata,1960,3
Medicago prostrata,1965,6
Medicago prostrata,1970,1
Medicago prostrata,1975,13
Medicago prostrata,1980,1
Medicago prostrata,1985,4
Medicago prostrata,1990,10
Medicago prostrata,1995,6
Medicago prostrata,2000,7
Medicago prostrata,2010,4
Melampyrum arvense,1960,28
Melampyrum arvense,1965,48
Melampyrum arvense,1970,93
Melampyrum arvense,1975,125
Melampyrum arvense,1980,91
Melampyrum arvense,1985,115
Melampyrum arvense,1990,163
Melampyrum arvense,1995,137
Melampyrum arvense,2000,439
Melampyrum arvense,2005,272
Melampyrum arvense,2010,236
Melampyrum arvense,2015,50
Melampyrum cristatum,1960,22
Melampyrum cristatum,1965,39
Melampyrum cristatum,1970,32
Melampyrum cristatum,1975,38
Melampyrum cristatum,1980,39
Melampyrum cristatum,1985,62
Melampyrum cristatum,1990,292
Melampyrum cristatum,1995,56
Melampyrum cristatum,2000,143
Melampyrum cristatum,2005,113
Melampyrum cristatum,2010,71
Melampyrum cristatum,2015,2
Melampyrum nemorosum,1960,184
Melampyrum nemorosum,1965,257
Melampyrum nemorosum,1970,274
Melampyrum nemorosum,1975,291
Melampyrum nemorosum,1980,202
Melampyrum nemorosum,1985,364
Melampyrum nemorosum,1990,316
Melampyrum nemorosum,1995,278
Melampyrum nemorosum,2000,1481
Melampyrum nemorosum,2005,542
Melampyrum nemorosum,2010,591
Melampyrum nemorosum,2015,89
Melampyrum pratense,1960,469
Melampyrum pratense,1965,480
Melampyrum pratense,1970,536
Melampyrum pratense,1975,500
Melampyrum pratense,1980,324
Melampyrum pratense,1985,438
Melampyrum pratense,1990,427
Melampyrum pratense,1995,549
Melampyrum pratense,2000,1790
Melampyrum pratense,2005,796
Melampyrum pratense,2010,901
Melampyrum pratense,2015,214
Melampyrum subalpinum,1960,18
Melampyrum subalpinum,1965,9
Melampyrum subalpinum,1970,2
Melampyrum subalpinum,1975,7
Melampyrum subalpinum,1980,2
Melampyrum subalpinum,1985,6
Melampyrum subalpinum,1990,9
Melampyrum subalpinum,1995,4
Melampyrum subalpinum,2000,15
Melampyrum subalpinum,2005,55
Melampyrum subalpinum,2010,10
Melampyrum subalpinum,2015,6
Melampyrum sylvaticum,1960,107
Melampyrum sylvaticum,1965,99
Melampyrum sylvaticum,1970,123
Melampyrum sylvaticum,1975,136
Melampyrum sylvaticum,1980,112
Melampyrum sylvaticum,1985,87
Melampyrum sylvaticum,1990,109
Melampyrum sylvaticum,1995,118
Melampyrum sylvaticum,2000,281
Melampyrum sylvaticum,2005,150
Melampyrum sylvaticum,2010,216
Melampyrum sylvaticum,2015,37
Melica ciliata,1960,9
Melica ciliata,1965,13
Melica ciliata,1970,2
Melica ciliata,1975,7
Melica ciliata,1980,7
Melica ciliata,1985,12
Melica ciliata,1990,42
Melica ciliata,1995,39
Melica ciliata,2000,66
Melica ciliata,2005,29
Melica ciliata,2010,31
Melica ciliata,2015,7
Melica nutans,1960,730
Melica nutans,1965,868
Melica nutans,1970,871
Melica nutans,1975,806
Melica nutans,1980,497
Melica nutans,1985,652
Melica nutans,1990,678
Melica nutans,1995,665
Melica nutans,2000,2025
Melica nutans,2005,1042
Melica nutans,2010,1137
Melica nutans,2015,193
Melica picta,1960,24
Melica picta,1965,36
Melica picta,1970,14
Melica picta,1975,20
Melica picta,1980,22
Melica picta,1985,33
Melica picta,1990,44
Melica picta,1995,37
Melica picta,2000,91
Melica picta,2005,56
Melica picta,2010,44
Melica picta,2015,11
Melica transsilvanica,1960,47
Melica transsilvanica,1965,84
Melica transsilvanica,1970,157
Melica transsilvanica,1975,146
Melica transsilvanica,1980,137
Melica transsilvanica,1985,101
Melica transsilvanica,1990,217
Melica transsilvanica,1995,193
Melica transsilvanica,2000,399
Melica transsilvanica,2005,258
Melica transsilvanica,2010,321
Melica transsilvanica,2015,68
Melica uniflora,1960,187
Melica uniflora,1965,243
Melica uniflora,1970,240
Melica uniflora,1975,201
Melica uniflora,1980,123
Melica uniflora,1985,173
Melica uniflora,1990,307
Melica uniflora,1995,398
Melica uniflora,2000,1060
Melica uniflora,2005,434
Melica uniflora,2010,514
Melica uniflora,2015,48
Melilotus albus,1960,43
Melilotus albus,1965,132
Melilotus albus,1970,194
Melilotus albus,1975,333
Melilotus albus,1980,317
Melilotus albus,1985,301
Melilotus albus,1990,230
Melilotus albus,1995,217
Melilotus albus,2000,585
Melilotus albus,2005,422
Melilotus albus,2010,338
Melilotus albus,2015,214
Melilotus altissimus,1960,1
Melilotus altissimus,1970,3
Melilotus altissimus,1980,6
Melilotus altissimus,1985,1
Melilotus altissimus,1990,17
Melilotus altissimus,1995,17
Melilotus altissimus,2000,73
Melilotus altissimus,2005,24
Melilotus altissimus,2010,13
Melilotus altissimus,2015,4
Melilotus dentatus,1960,14
Melilotus dentatus,1965,11
Melilotus dentatus,1970,27
Melilotus dentatus,1975,14
Melilotus dentatus,1980,22
Melilotus dentatus,1985,29
Melilotus dentatus,1990,52
Melilotus dentatus,1995,98
Melilotus dentatus,2000,28
Melilotus dentatus,2005,28
Melilotus dentatus,2010,33
Melilotus dentatus,2015,17
Melilotus officinalis,1960,47
Melilotus officinalis,1965,140
Melilotus officinalis,1970,151
Melilotus officinalis,1975,284
Melilotus officinalis,1980,287
Melilotus officinalis,1985,311
Melilotus officinalis,1990,255
Melilotus officinalis,1995,237
Melilotus officinalis,2000,583
Melilotus officinalis,2005,373
Melilotus officinalis,2010,343
Melilotus officinalis,2015,180
Melissa officinalis,1975,2
Melissa officinalis,1980,1
Melissa officinalis,1985,1
Melissa officinalis,1990,3
Melissa officinalis,1995,6
Melissa officinalis,2000,20
Melissa officinalis,2005,15
Melissa officinalis,2010,15
Melissa officinalis,2015,17
Melittis melissophyllum,1960,124
Melittis melissophyllum,1965,124
Melittis melissophyllum,1970,136
Melittis melissophyllum,1975,128
Melittis melissophyllum,1980,113
Melittis melissophyllum,1985,146
Melittis melissophyllum,1990,196
Melittis melissophyllum,1995,194
Melittis melissophyllum,2000,561
Melittis melissophyllum,2005,284
Melittis melissophyllum,2010,265
Melittis melissophyllum,2015,31
Mentha aquatica,1960,36
Mentha aquatica,1965,51
Mentha aquatica,1970,92
Mentha aquatica,1975,129
Mentha aquatica,1980,129
Mentha aquatica,1985,88
Mentha aquatica,1990,117
Mentha aquatica,1995,426
Mentha aquatica,2000,516
Mentha aquatica,2005,206
Mentha aquatica,2010,239
Mentha aquatica,2015,37
Mentha arvensis,1960,127
Mentha arvensis,1965,203
Mentha arvensis,1970,314
Mentha arvensis,1975,314
Mentha arvensis,1980,312
Mentha arvensis,1985,404
Mentha arvensis,1990,369
Mentha arvensis,1995,579
Mentha arvensis,2000,1167
Mentha arvensis,2005,669
Mentha arvensis,2010,548
Mentha arvensis,2015,163
Mentha longifolia,1960,26
Mentha longifolia,1965,72
Mentha longifolia,1970,141
Mentha longifolia,1975,222
Mentha longifolia,1980,260
Mentha longifolia,1985,224
Mentha longifolia,1990,269
Mentha longifolia,1995,365
Mentha longifolia,2000,1171
Mentha longifolia,2005,545
Mentha longifolia,2010,554
Mentha longifolia,2015,125
Mentha spicata,1960,1
Mentha spicata,1965,1
Mentha spicata,1970,2
Mentha spicata,1975,9
Mentha spicata,1980,4
Mentha spicata,1985,11
Mentha spicata,1990,7
Mentha spicata,1995,62
Mentha spicata,2000,12
Mentha spicata,2005,1
Mentha spicata,2010,6
Mentha spicata,2015,11
Mentha x verticillata agg.,1960,12
Mentha x verticillata agg.,1965,48
Mentha x verticillata agg.,1970,111
Mentha x verticillata agg.,1975,102
Mentha x verticillata agg.,1980,109
Mentha x verticillata agg.,1985,134
Mentha x verticillata agg.,1990,97
Mentha x verticillata agg.,1995,792
Mentha x verticillata agg.,2000,84
Mentha x verticillata agg.,2005,58
Mentha x verticillata agg.,2010,57
Mentha x verticillata agg.,2015,21
Menyanthes trifoliata,1960,100
Menyanthes trifoliata,1965,195
Menyanthes trifoliata,1970,158
Menyanthes trifoliata,1975,119
Menyanthes trifoliata,1980,162
Menyanthes trifoliata,1985,246
Menyanthes trifoliata,1990,187
Menyanthes trifoliata,1995,234
Menyanthes trifoliata,2000,668
Menyanthes trifoliata,2005,381
Menyanthes trifoliata,2010,372
Menyanthes trifoliata,2015,64
Mercurialis annua,1960,14
Mercurialis annua,1965,42
Mercurialis annua,1970,21
Mercurialis annua,1975,55
Mercurialis annua,1980,65
Mercurialis annua,1985,48
Mercurialis annua,1990,87
Mercurialis annua,1995,68
Mercurialis annua,2000,107
Mercurialis annua,2005,116
Mercurialis annua,2010,79
Mercurialis annua,2015,104
Mercurialis ovata,1960,4
Mercurialis ovata,1965,2
Mercurialis ovata,1970,1
Mercurialis ovata,1975,4
Mercurialis ovata,1980,6
Mercurialis ovata,1985,5
Mercurialis ovata,1990,28
Mercurialis ovata,1995,17
Mercurialis ovata,2000,13
Mercurialis ovata,2005,6
Mercurialis ovata,2010,3
Mercurialis perennis,1960,657
Mercurialis perennis,1965,732
Mercurialis perennis,1970,917
Mercurialis perennis,1975,739
Mercurialis perennis,1980,561
Mercurialis perennis,1985,592
Mercurialis perennis,1990,741
Mercurialis perennis,1995,875
Mercurialis perennis,2000,2689
Mercurialis perennis,2005,1154
Mercurialis perennis,2010,1303
Mercurialis perennis,2015,221
Mespilus germanica,1965,3
Mespilus germanica,1970,3
Mespilus germanica,1975,1
Mespilus germanica,1985,3
Mespilus germanica,1990,4
Mespilus germanica,1995,5
Mespilus germanica,2000,7
Mespilus germanica,2005,2
Mespilus germanica,2010,15
Mespilus germanica,2015,4
Meum athamanticum,1960,6
Meum athamanticum,1965,13
Meum athamanticum,1970,30
Meum athamanticum,1975,37
Meum athamanticum,1980,30
Meum athamanticum,1985,15
Meum athamanticum,1990,16
Meum athamanticum,1995,56
Meum athamanticum,2000,213
Meum athamanticum,2005,61
Meum athamanticum,2010,95
Meum athamanticum,2015,7
Microrrhinum litorale,1965,1
Microrrhinum litorale,2005,2
Microrrhinum litorale,2010,21
Microrrhinum litorale,2015,8
Microrrhinum minus,1960,46
Microrrhinum minus,1965,89
Microrrhinum minus,1970,108
Microrrhinum minus,1975,126
Microrrhinum minus,1980,131
Microrrhinum minus,1985,121
Microrrhinum minus,1990,167
Microrrhinum minus,1995,139
Microrrhinum minus,2000,332
Microrrhinum minus,2005,222
Microrrhinum minus,2010,211
Microrrhinum minus,2015,218
Microthlaspi perfoliatum,1960,22
Microthlaspi perfoliatum,1965,34
Microthlaspi perfoliatum,1970,76
Microthlaspi perfoliatum,1975,101
Microthlaspi perfoliatum,1980,108
Microthlaspi perfoliatum,1985,123
Microthlaspi perfoliatum,1990,181
Microthlaspi perfoliatum,1995,184
Microthlaspi perfoliatum,2000,332
Microthlaspi perfoliatum,2005,227
Microthlaspi perfoliatum,2010,201
Microthlaspi perfoliatum,2015,196
Milium effusum,1960,403
Milium effusum,1965,442
Milium effusum,1970,520
Milium effusum,1975,443
Milium effusum,1980,311
Milium effusum,1985,360
Milium effusum,1990,404
Milium effusum,1995,446
Milium effusum,2000,1083
Milium effusum,2005,651
Milium effusum,2010,780
Milium effusum,2015,91
Mimulus guttatus,1960,7
Mimulus guttatus,1965,10
Mimulus guttatus,1970,4
Mimulus guttatus,1975,7
Mimulus guttatus,1980,43
Mimulus guttatus,1985,13
Mimulus guttatus,1990,36
Mimulus guttatus,1995,40
Mimulus guttatus,2000,70
Mimulus guttatus,2005,30
Mimulus guttatus,2010,36
Mimulus guttatus,2015,17
Minuartia rubra,1965,3
Minuartia rubra,1975,9
Minuartia rubra,1985,3
Minuartia rubra,1990,8
Minuartia rubra,1995,4
Minuartia rubra,2000,5
Minuartia rubra,2005,3
Minuartia rubra,2010,2
Minuartia rubra,2015,5
Minuartia setacea,1960,4
Minuartia setacea,1965,14
Minuartia setacea,1970,14
Minuartia setacea,1975,8
Minuartia setacea,1980,6
Minuartia setacea,1985,8
Minuartia setacea,1990,21
Minuartia setacea,1995,18
Minuartia setacea,2000,33
Minuartia setacea,2005,10
Minuartia setacea,2010,18
Minuartia setacea,2015,3
Minuartia smejkalii,1960,2
Minuartia smejkalii,1965,2
Minuartia smejkalii,1985,10
Minuartia smejkalii,1990,1
Minuartia smejkalii,1995,4
Minuartia smejkalii,2000,3
Minuartia smejkalii,2005,6
Minuartia smejkalii,2010,11
Misopates orontium,1960,9
Misopates orontium,1965,34
Misopates orontium,1970,16
Misopates orontium,1975,15
Misopates orontium,1980,9
Misopates orontium,1985,4
Misopates orontium,1990,12
Misopates orontium,1995,8
Misopates orontium,2000,41
Misopates orontium,2005,25
Misopates orontium,2010,14
Misopates orontium,2015,15
Moehringia trinervia,1960,621
Moehringia trinervia,1965,596
Moehringia trinervia,1970,856
Moehringia trinervia,1975,720
Moehringia trinervia,1980,453
Moehringia trinervia,1985,588
Moehringia trinervia,1990,572
Moehringia trinervia,1995,604
Moehringia trinervia,2000,1513
Moehringia trinervia,2005,908
Moehringia trinervia,2010,823
Moehringia trinervia,2015,245
Molinia caerulea agg.,1960,333
Molinia caerulea agg.,1965,326
Molinia caerulea agg.,1970,428
Molinia caerulea agg.,1975,370
Molinia caerulea agg.,1980,328
Molinia caerulea agg.,1985,469
Molinia caerulea agg.,1990,521
Molinia caerulea agg.,1995,753
Molinia caerulea agg.,2000,2226
Molinia caerulea agg.,2005,976
Molinia caerulea agg.,2010,903
Molinia caerulea agg.,2015,152
Moneses uniflora,1960,17
Moneses uniflora,1965,45
Moneses uniflora,1970,28
Moneses uniflora,1975,13
Moneses uniflora,1980,21
Moneses uniflora,1985,18
Moneses uniflora,1990,28
Moneses uniflora,1995,20
Moneses uniflora,2000,47
Moneses uniflora,2005,79
Moneses uniflora,2010,80
Moneses uniflora,2015,26
Monotropa hypophegea,1960,6
Monotropa hypophegea,1965,3
Monotropa hypophegea,1970,1
Monotropa hypophegea,1975,6
Monotropa hypophegea,1980,2
Monotropa hypophegea,1985,1
Monotropa hypophegea,1990,1
Monotropa hypophegea,1995,10
Monotropa hypophegea,2000,31
Monotropa hypophegea,2005,20
Monotropa hypophegea,2010,24
Monotropa hypophegea,2015,3
Monotropa hypopitys,1960,26
Monotropa hypopitys,1965,49
Monotropa hypopitys,1970,63
Monotropa hypopitys,1975,41
Monotropa hypopitys,1980,24
Monotropa hypopitys,1985,54
Monotropa hypopitys,1990,47
Monotropa hypopitys,1995,72
Monotropa hypopitys,2000,117
Monotropa hypopitys,2005,95
Monotropa hypopitys,2010,74
Monotropa hypopitys,2015,25
Montia fontana agg.,1960,45
Montia fontana agg.,1965,63
Montia fontana agg.,1970,68
Montia fontana agg.,1975,33
Montia fontana agg.,1980,29
Montia fontana agg.,1985,56
Montia fontana agg.,1990,53
Montia fontana agg.,1995,62
Montia fontana agg.,2000,165
Montia fontana agg.,2005,118
Montia fontana agg.,2010,96
Montia fontana agg.,2015,45
Muscari armeniacum,1995,2
Muscari armeniacum,2000,25
Muscari armeniacum,2005,5
Muscari armeniacum,2010,28
Muscari armeniacum,2015,61
Muscari botryoides,1990,2
Muscari botryoides,1995,2
Muscari botryoides,2000,11
Muscari botryoides,2005,2
Muscari botryoides,2010,14
Muscari botryoides,2015,4
Muscari comosum,1960,20
Muscari comosum,1965,53
Muscari comosum,1970,38
Muscari comosum,1975,69
Muscari comosum,1980,79
Muscari comosum,1985,124
Muscari comosum,1990,166
Muscari comosum,1995,107
Muscari comosum,2000,299
Muscari comosum,2005,158
Muscari comosum,2010,145
Muscari comosum,2015,28
Muscari neglectum,1960,2
Muscari neglectum,1965,6
Muscari neglectum,1970,1
Muscari neglectum,1975,6
Muscari neglectum,1980,8
Muscari neglectum,1985,8
Muscari neglectum,1990,18
Muscari neglectum,1995,9
Muscari neglectum,2000,24
Muscari neglectum,2005,23
Muscari neglectum,2010,24
Muscari neglectum,2015,3
Muscari tenuiflorum,1960,13
Muscari tenuiflorum,1965,26
Muscari tenuiflorum,1970,30
Muscari tenuiflorum,1975,32
Muscari tenuiflorum,1980,28
Muscari tenuiflorum,1985,29
Muscari tenuiflorum,1990,38
Muscari tenuiflorum,1995,33
Muscari tenuiflorum,2000,51
Muscari tenuiflorum,2005,35
Muscari tenuiflorum,2010,24
Muscari tenuiflorum,2015,4
Mycelis muralis,1960,1005
Mycelis muralis,1965,869
Mycelis muralis,1970,1181
Mycelis muralis,1975,925
Mycelis muralis,1980,540
Mycelis muralis,1985,680
Mycelis muralis,1990,792
Mycelis muralis,1995,992
Mycelis muralis,2000,2170
Mycelis muralis,2005,1447
Mycelis muralis,2010,1457
Mycelis muralis,2015,248
Myosotis arvensis,1960,77
