name_lat,half_dec,pres
Leonurus cardiaca,1980,149
Leonurus cardiaca,1985,139
Leonurus cardiaca,1990,151
Leonurus cardiaca,1995,60
Leonurus cardiaca,2000,233
Leonurus cardiaca,2005,100
Leonurus cardiaca,2010,93
Leonurus cardiaca,2015,74
Leonurus marrubiastrum,1965,2
Leonurus marrubiastrum,1970,2
Leonurus marrubiastrum,1975,4
Leonurus marrubiastrum,1980,4
Leonurus marrubiastrum,1985,1
Leonurus marrubiastrum,1990,38
Leonurus marrubiastrum,1995,13
Leonurus marrubiastrum,2000,27
Leonurus marrubiastrum,2005,6
Leonurus marrubiastrum,2010,9
Leonurus marrubiastrum,2015,4
Lepidium campestre,1960,75
Lepidium campestre,1965,135
Lepidium campestre,1970,222
Lepidium campestre,1975,235
Lepidium campestre,1980,245
Lepidium campestre,1985,205
Lepidium campestre,1990,248
Lepidium campestre,1995,166
Lepidium campestre,2000,334
Lepidium campestre,2005,232
Lepidium campestre,2010,210
Lepidium campestre,2015,244
Lepidium coronopus,1960,11
Lepidium coronopus,1965,9
Lepidium coronopus,1970,65
Lepidium coronopus,1975,71
Lepidium coronopus,1980,65
Lepidium coronopus,1985,62
Lepidium coronopus,1990,69
Lepidium coronopus,1995,18
Lepidium coronopus,2000,39
Lepidium coronopus,2005,24
Lepidium coronopus,2010,23
Lepidium coronopus,2015,12
Lepidium densiflorum,1960,40
Lepidium densiflorum,1965,48
Lepidium densiflorum,1970,57
Lepidium densiflorum,1975,54
Lepidium densiflorum,1980,51
Lepidium densiflorum,1985,37
Lepidium densiflorum,1990,54
Lepidium densiflorum,1995,25
Lepidium densiflorum,2000,39
Lepidium densiflorum,2005,55
Lepidium densiflorum,2010,41
Lepidium densiflorum,2015,29
Lepidium didymum,1960,5
Lepidium didymum,1965,6
Lepidium didymum,1970,4
Lepidium didymum,1975,14
Lepidium didymum,1980,6
Lepidium didymum,1985,7
Lepidium didymum,1990,2
Lepidium didymum,1995,1
Lepidium didymum,2000,5
Lepidium didymum,2005,3
Lepidium didymum,2010,17
Lepidium didymum,2015,11
Lepidium draba,1960,211
Lepidium draba,1965,137
Lepidium draba,1970,159
Lepidium draba,1975,193
Lepidium draba,1980,194
Lepidium draba,1985,148
Lepidium draba,1990,179
Lepidium draba,1995,137
Lepidium draba,2000,238
Lepidium draba,2005,255
Lepidium draba,2010,212
Lepidium draba,2015,238
Lepidium heterophyllum,1960,2
Lepidium heterophyllum,1965,6
Lepidium heterophyllum,1970,8
Lepidium heterophyllum,1975,4
Lepidium heterophyllum,1980,4
Lepidium heterophyllum,1985,4
Lepidium heterophyllum,1990,7
Lepidium heterophyllum,1995,3
Lepidium heterophyllum,2000,6
Lepidium heterophyllum,2005,5
Lepidium heterophyllum,2010,4
Lepidium heterophyllum,2015,1
Lepidium perfoliatum,1960,12
Lepidium perfoliatum,1965,1
Lepidium perfoliatum,1970,5
Lepidium perfoliatum,1975,3
Lepidium perfoliatum,1980,6
Lepidium perfoliatum,1985,5
Lepidium perfoliatum,1990,2
Lepidium perfoliatum,1995,7
Lepidium perfoliatum,2000,7
Lepidium perfoliatum,2010,1
Lepidium ruderale,1960,74
Lepidium ruderale,1965,105
Lepidium ruderale,1970,128
Lepidium ruderale,1975,201
Lepidium ruderale,1980,240
Lepidium ruderale,1985,249
Lepidium ruderale,1990,184
Lepidium ruderale,1995,126
Lepidium ruderale,2000,388
Lepidium ruderale,2005,280
Lepidium ruderale,2010,226
Lepidium ruderale,2015,355
Lepidium sativum,1960,3
Lepidium sativum,1965,4
Lepidium sativum,1970,5
Lepidium sativum,1975,8
Lepidium sativum,1980,5
Lepidium sativum,1985,2
Lepidium sativum,1990,5
Lepidium sativum,1995,5
Lepidium sativum,2000,1
Lepidium sativum,2015,2
Lepidium virginicum,1960,16
Lepidium virginicum,1965,23
Lepidium virginicum,1970,60
Lepidium virginicum,1975,33
Lepidium virginicum,1980,15
Lepidium virginicum,1985,4
Lepidium virginicum,1990,8
Lepidium virginicum,1995,19
Lepidium virginicum,2000,22
Lepidium virginicum,2005,27
Lepidium virginicum,2010,22
Lepidium virginicum,2015,44
Leucanthemum vulgare agg.,1960,150
Leucanthemum vulgare agg.,1965,347
Leucanthemum vulgare agg.,1970,673
Leucanthemum vulgare agg.,1975,659
Leucanthemum vulgare agg.,1980,646
Leucanthemum vulgare agg.,1985,690
Leucanthemum vulgare agg.,1990,772
Leucanthemum vulgare agg.,1995,993
Leucanthemum vulgare agg.,2000,2964
Leucanthemum vulgare agg.,2005,1623
Leucanthemum vulgare agg.,2010,1689
Leucanthemum vulgare agg.,2015,234
Leucojum aestivum,1960,2
Leucojum aestivum,1965,8
Leucojum aestivum,1970,4
Leucojum aestivum,1975,5
Leucojum aestivum,1980,12
Leucojum aestivum,1985,3
Leucojum aestivum,1990,23
Leucojum aestivum,1995,5
Leucojum aestivum,2000,19
Leucojum aestivum,2005,7
Leucojum aestivum,2010,15
Leucojum aestivum,2015,1
Leucojum vernum,1960,48
Leucojum vernum,1965,85
Leucojum vernum,1970,34
Leucojum vernum,1975,53
Leucojum vernum,1980,91
Leucojum vernum,1985,133
Leucojum vernum,1990,155
Leucojum vernum,1995,151
Leucojum vernum,2000,445
Leucojum vernum,2005,256
Leucojum vernum,2010,367
Leucojum vernum,2015,39
Levisticum officinale,1965,1
Levisticum officinale,1970,3
Levisticum officinale,1975,4
Levisticum officinale,1980,13
Levisticum officinale,1985,3
Levisticum officinale,1990,8
Levisticum officinale,1995,8
Levisticum officinale,2000,5
Levisticum officinale,2005,12
Levisticum officinale,2010,2
Levisticum officinale,2015,1
Libanotis pyrenaica,1960,6
Libanotis pyrenaica,1965,19
Libanotis pyrenaica,1970,27
Libanotis pyrenaica,1975,24
Libanotis pyrenaica,1980,37
Libanotis pyrenaica,1985,42
Libanotis pyrenaica,1990,72
Libanotis pyrenaica,1995,53
Libanotis pyrenaica,2000,131
Libanotis pyrenaica,2005,96
Libanotis pyrenaica,2010,45
Libanotis pyrenaica,2015,12
Ligularia sibirica,1960,1
Ligularia sibirica,1970,5
Ligularia sibirica,1975,2
Ligularia sibirica,1980,10
Ligularia sibirica,1985,1
Ligularia sibirica,1990,2
Ligularia sibirica,1995,18
Ligularia sibirica,2000,17
Ligularia sibirica,2005,15
Ligularia sibirica,2010,12
Ligularia sibirica,2015,1
Ligusticum mutellina,1960,2
Ligusticum mutellina,1965,8
Ligusticum mutellina,1970,19
Ligusticum mutellina,1975,5
Ligusticum mutellina,1980,23
Ligusticum mutellina,1985,16
Ligusticum mutellina,1990,18
Ligusticum mutellina,1995,21
Ligusticum mutellina,2000,51
Ligusticum mutellina,2005,34
Ligusticum mutellina,2010,46
Ligusticum mutellina,2015,9
Ligustrum vulgare,1960,177
Ligustrum vulgare,1965,170
Ligustrum vulgare,1970,239
Ligustrum vulgare,1975,259
Ligustrum vulgare,1980,243
Ligustrum vulgare,1985,357
Ligustrum vulgare,1990,541
Ligustrum vulgare,1995,477
Ligustrum vulgare,2000,1565
Ligustrum vulgare,2005,806
Ligustrum vulgare,2010,874
Ligustrum vulgare,2015,122
Lilium bulbiferum,1960,6
Lilium bulbiferum,1965,16
Lilium bulbiferum,1970,11
Lilium bulbiferum,1975,9
Lilium bulbiferum,1980,25
Lilium bulbiferum,1985,17
Lilium bulbiferum,1990,18
Lilium bulbiferum,1995,30
Lilium bulbiferum,2000,79
Lilium bulbiferum,2005,63
Lilium bulbiferum,2010,52
Lilium bulbiferum,2015,17
Lilium martagon,1960,189
Lilium martagon,1965,287
Lilium martagon,1970,285
Lilium martagon,1975,300
Lilium martagon,1980,305
Lilium martagon,1985,351
Lilium martagon,1990,441
Lilium martagon,1995,454
Lilium martagon,2000,1626
Lilium martagon,2005,670
Lilium martagon,2010,738
Lilium martagon,2015,104
Limodorum abortivum,1960,1
Limodorum abortivum,1965,5
Limodorum abortivum,1975,4
Limodorum abortivum,1980,3
Limodorum abortivum,1985,7
Limodorum abortivum,1990,5
Limodorum abortivum,1995,1
Limodorum abortivum,2000,13
Limodorum abortivum,2005,9
Limodorum abortivum,2010,7
Limosella aquatica,1960,39
Limosella aquatica,1965,44
Limosella aquatica,1970,68
Limosella aquatica,1975,62
Limosella aquatica,1980,61
Limosella aquatica,1985,90
Limosella aquatica,1990,96
Limosella aquatica,1995,122
Limosella aquatica,2000,358
Limosella aquatica,2005,250
Limosella aquatica,2010,220
Limosella aquatica,2015,73
Linaria arvensis,1960,4
Linaria arvensis,1965,5
Linaria arvensis,1970,9
Linaria arvensis,1975,5
Linaria arvensis,1980,3
Linaria arvensis,1985,3
Linaria arvensis,1990,1
Linaria arvensis,1995,1
Linaria genistifolia,1960,26
Linaria genistifolia,1965,49
Linaria genistifolia,1970,35
Linaria genistifolia,1975,39
Linaria genistifolia,1980,57
Linaria genistifolia,1985,105
Linaria genistifolia,1990,124
Linaria genistifolia,1995,71
Linaria genistifolia,2000,147
Linaria genistifolia,2005,65
Linaria genistifolia,2010,114
Linaria genistifolia,2015,38
Linaria vulgaris,1960,156
Linaria vulgaris,1965,336
Linaria vulgaris,1970,380
Linaria vulgaris,1975,527
Linaria vulgaris,1980,585
Linaria vulgaris,1985,589
Linaria vulgaris,1990,529
Linaria vulgaris,1995,502
Linaria vulgaris,2000,1128
Linaria vulgaris,2005,914
Linaria vulgaris,2010,733
Linaria vulgaris,2015,379
Lindernia dubia,1985,3
Lindernia dubia,1990,4
Lindernia dubia,1995,1
Lindernia dubia,2000,9
Lindernia dubia,2005,10
Lindernia dubia,2010,7
Lindernia dubia,2015,6
Lindernia procumbens,1960,2
Lindernia procumbens,1965,4
Lindernia procumbens,1970,3
Lindernia procumbens,1975,2
Lindernia procumbens,1985,13
Lindernia procumbens,1990,9
Lindernia procumbens,1995,9
Lindernia procumbens,2000,12
Lindernia procumbens,2005,21
Lindernia procumbens,2010,19
Lindernia procumbens,2015,3
Linum austriacum,1960,3
Linum austriacum,1965,9
Linum austriacum,1970,22
Linum austriacum,1975,18
Linum austriacum,1980,21
Linum austriacum,1985,14
Linum austriacum,1990,25
Linum austriacum,1995,25
Linum austriacum,2000,25
Linum austriacum,2005,38
Linum austriacum,2010,30
Linum austriacum,2015,13
Linum catharticum,1960,83
Linum catharticum,1965,232
Linum catharticum,1970,358
Linum catharticum,1975,352
Linum catharticum,1980,355
Linum catharticum,1985,352
Linum catharticum,1990,407
Linum catharticum,1995,419
Linum catharticum,2000,739
Linum catharticum,2005,566
Linum catharticum,2010,476
Linum catharticum,2015,100
Linum flavum,1960,8
Linum flavum,1965,24
Linum flavum,1970,28
Linum flavum,1975,13
Linum flavum,1980,34
Linum flavum,1985,35
Linum flavum,1990,42
Linum flavum,1995,39
Linum flavum,2000,82
Linum flavum,2005,53
Linum flavum,2010,44
Linum flavum,2015,2
Linum hirsutum,1960,7
Linum hirsutum,1965,11
Linum hirsutum,1975,6
Linum hirsutum,1980,8
Linum hirsutum,1985,5
Linum hirsutum,1990,21
Linum hirsutum,1995,14
Linum hirsutum,2000,22
Linum hirsutum,2005,18
Linum hirsutum,2010,15
Linum hirsutum,2015,1
Linum tenuifolium,1960,11
Linum tenuifolium,1965,42
Linum tenuifolium,1970,36
Linum tenuifolium,1975,20
Linum tenuifolium,1980,40
Linum tenuifolium,1985,42
Linum tenuifolium,1990,61
Linum tenuifolium,1995,38
Linum tenuifolium,2000,76
Linum tenuifolium,2005,71
Linum tenuifolium,2010,36
Linum tenuifolium,2015,9
Liparis loeselii,1960,3
Liparis loeselii,1965,14
Liparis loeselii,1970,11
Liparis loeselii,1975,20
Liparis loeselii,1980,21
Liparis loeselii,1985,11
Liparis loeselii,1990,20
Liparis loeselii,1995,35
Liparis loeselii,2000,36
Liparis loeselii,2005,31
Liparis loeselii,2010,26
Liparis loeselii,2015,1
Listera cordata,1960,11
Listera cordata,1965,18
Listera cordata,1970,15
Listera cordata,1975,10
Listera cordata,1980,8
Listera cordata,1985,13
Listera cordata,1990,16
Listera cordata,1995,19
Listera cordata,2000,33
Listera cordata,2005,19
Listera cordata,2010,18
Listera cordata,2015,2
Listera ovata,1960,77
Listera ovata,1965,166
Listera ovata,1970,203
Listera ovata,1975,208
Listera ovata,1980,262
Listera ovata,1985,313
Listera ovata,1990,405
Listera ovata,1995,364
Listera ovata,2000,1010
Listera ovata,2005,593
Listera ovata,2010,432
Listera ovata,2015,98
Lithospermum officinale,1960,3
Lithospermum officinale,1965,8
Lithospermum officinale,1970,8
Lithospermum officinale,1975,16
Lithospermum officinale,1980,10
Lithospermum officinale,1985,14
Lithospermum officinale,1990,24
Lithospermum officinale,1995,16
Lithospermum officinale,2000,53
Lithospermum officinale,2005,63
Lithospermum officinale,2010,34
Lithospermum officinale,2015,6
Littorella uniflora,1965,5
Littorella uniflora,1970,1
Littorella uniflora,1975,4
Littorella uniflora,1985,5
Littorella uniflora,1990,3
Littorella uniflora,1995,17
Littorella uniflora,2000,13
Littorella uniflora,2005,15
Littorella uniflora,2010,8
Littorella uniflora,2015,2
Lolium multiflorum,1960,9
Lolium multiflorum,1965,35
Lolium multiflorum,1970,75
Lolium multiflorum,1975,122
Lolium multiflorum,1980,171
Lolium multiflorum,1985,203
Lolium multiflorum,1990,91
Lolium multiflorum,1995,74
Lolium multiflorum,2000,327
Lolium multiflorum,2005,187
Lolium multiflorum,2010,170
Lolium multiflorum,2015,84
Lolium perenne,1960,84
Lolium perenne,1965,182
Lolium perenne,1970,292
Lolium perenne,1975,432
Lolium perenne,1980,491
Lolium perenne,1985,458
Lolium perenne,1990,483
Lolium perenne,1995,715
Lolium perenne,2000,1858
Lolium perenne,2005,1111
Lolium perenne,2010,976
Lolium perenne,2015,325
Lonicera caprifolium,1960,14
Lonicera caprifolium,1965,14
Lonicera caprifolium,1970,6
Lonicera caprifolium,1975,8
Lonicera caprifolium,1980,13
Lonicera caprifolium,1985,12
Lonicera caprifolium,1990,40
Lonicera caprifolium,1995,24
Lonicera caprifolium,2000,55
Lonicera caprifolium,2005,36
Lonicera caprifolium,2010,39
Lonicera caprifolium,2015,10
Lonicera nigra,1960,138
Lonicera nigra,1965,153
Lonicera nigra,1970,242
Lonicera nigra,1975,146
Lonicera nigra,1980,144
Lonicera nigra,1985,154
Lonicera nigra,1990,192
Lonicera nigra,1995,125
Lonicera nigra,2000,433
Lonicera nigra,2005,210
Lonicera nigra,2010,260
Lonicera nigra,2015,66
Lonicera periclymenum,1960,2
Lonicera periclymenum,1965,2
Lonicera periclymenum,1970,4
Lonicera periclymenum,1975,3
Lonicera periclymenum,1980,1
Lonicera periclymenum,1985,5
Lonicera periclymenum,1990,9
Lonicera periclymenum,1995,7
Lonicera periclymenum,2000,13
Lonicera periclymenum,2005,6
Lonicera periclymenum,2010,5
Lonicera periclymenum,2015,7
Lonicera tatarica,1960,2
Lonicera tatarica,1965,5
Lonicera tatarica,1970,4
Lonicera tatarica,1975,26
Lonicera tatarica,1980,15
Lonicera tatarica,1985,13
Lonicera tatarica,1990,24
Lonicera tatarica,1995,17
Lonicera tatarica,2000,69
Lonicera tatarica,2005,52
Lonicera tatarica,2010,55
Lonicera tatarica,2015,20
Lonicera xylosteum,1960,184
Lonicera xylosteum,1965,250
Lonicera xylosteum,1970,289
Lonicera xylosteum,1975,334
Lonicera xylosteum,1980,240
Lonicera xylosteum,1985,262
Lonicera xylosteum,1990,386
Lonicera xylosteum,1995,298
Lonicera xylosteum,2000,973
Lonicera xylosteum,2005,511
Lonicera xylosteum,2010,616
Lonicera xylosteum,2015,129
Loranthus europaeus,1960,5
Loranthus europaeus,1965,15
Loranthus europaeus,1970,19
Loranthus europaeus,1975,40
Loranthus europaeus,1980,32
Loranthus europaeus,1985,56
Loranthus europaeus,1990,140
Loranthus europaeus,1995,96
Loranthus europaeus,2000,218
Loranthus europaeus,2005,154
Loranthus europaeus,2010,134
Loranthus europaeus,2015,45
Lotus corniculatus agg.,1960,232
Lotus corniculatus agg.,1965,452
Lotus corniculatus agg.,1970,751
Lotus corniculatus agg.,1975,746
Lotus corniculatus agg.,1980,771
Lotus corniculatus agg.,1985,870
Lotus corniculatus agg.,1990,916
Lotus corniculatus agg.,1995,1082
Lotus corniculatus agg.,2000,2808
Lotus corniculatus agg.,2005,2026
Lotus corniculatus agg.,2010,2118
Lotus corniculatus agg.,2015,436
Lotus maritimus,1960,23
Lotus maritimus,1965,37
Lotus maritimus,1970,61
Lotus maritimus,1975,37
Lotus maritimus,1980,64
Lotus maritimus,1985,74
Lotus maritimus,1990,116
Lotus maritimus,1995,108
Lotus maritimus,2000,208
Lotus maritimus,2005,140
Lotus maritimus,2010,98
Lotus maritimus,2015,21
Lotus pedunculatus,1960,36
Lotus pedunculatus,1965,169
Lotus pedunculatus,1970,262
Lotus pedunculatus,1975,240
Lotus pedunculatus,1980,244
Lotus pedunculatus,1985,308
Lotus pedunculatus,1990,241
Lotus pedunculatus,1995,344
Lotus pedunculatus,2000,607
Lotus pedunculatus,2005,393
Lotus pedunculatus,2010,465
Lotus pedunculatus,2015,72
Lunaria annua,1960,1
Lunaria annua,1965,3
Lunaria annua,1970,3
Lunaria annua,1975,7
Lunaria annua,1980,4
Lunaria annua,1985,3
Lunaria annua,1990,13
Lunaria annua,1995,10
Lunaria annua,2000,39
Lunaria annua,2005,18
Lunaria annua,2010,45
Lunaria annua,2015,50
Lunaria rediviva,1960,43
Lunaria rediviva,1965,83
Lunaria rediviva,1970,123
Lunaria rediviva,1975,104
Lunaria rediviva,1980,114
Lunaria rediviva,1985,97
Lunaria rediviva,1990,128
Lunaria rediviva,1995,152
Lunaria rediviva,2000,472
Lunaria rediviva,2005,199
Lunaria rediviva,2010,198
Lunaria rediviva,2015,36
Lupinus polyphyllus,1960,16
Lupinus polyphyllus,1965,54
Lupinus polyphyllus,1970,90
Lupinus polyphyllus,1975,150
Lupinus polyphyllus,1980,160
Lupinus polyphyllus,1985,219
Lupinus polyphyllus,1990,143
Lupinus polyphyllus,1995,207
Lupinus polyphyllus,2000,658
Lupinus polyphyllus,2005,367
Lupinus polyphyllus,2010,518
Lupinus polyphyllus,2015,141
Luzula campestris agg.,1960,364
Luzula campestris agg.,1965,456
Luzula campestris agg.,1970,706
Luzula campestris agg.,1975,729
Luzula campestris agg.,1980,669
Luzula campestris agg.,1985,825
Luzula campestris agg.,1990,846
Luzula campestris agg.,1995,947
Luzula campestris agg.,2000,2180
Luzula campestris agg.,2005,1540
Luzula campestris agg.,2010,1529
Luzula campestris agg.,2015,328
Luzula luzulina,1960,42
Luzula luzulina,1965,17
Luzula luzulina,1970,42
Luzula luzulina,1975,27
Luzula luzulina,1980,9
Luzula luzulina,1985,9
Luzula luzulina,1990,9
Luzula luzulina,1995,19
Luzula luzulina,2000,26
Luzula luzulina,2005,31
Luzula luzulina,2010,26
Luzula luzulina,2015,5
Luzula luzuloides,1960,802
Luzula luzuloides,1965,902
Luzula luzuloides,1970,1028
Luzula luzuloides,1975,862
Luzula luzuloides,1980,493
Luzula luzuloides,1985,632
Luzula luzuloides,1990,747
Luzula luzuloides,1995,1002
Luzula luzuloides,2000,2827
Luzula luzuloides,2005,1342
Luzula luzuloides,2010,1353
Luzula luzuloides,2015,216
Luzula pilosa,1960,830
Luzula pilosa,1965,924
Luzula pilosa,1970,1001
Luzula pilosa,1975,771
Luzula pilosa,1980,418
Luzula pilosa,1985,523
Luzula pilosa,1990,522
Luzula pilosa,1995,634
Luzula pilosa,2000,1304
Luzula pilosa,2005,765
Luzula pilosa,2010,910
Luzula pilosa,2015,215
Luzula sylvatica,1960,125
Luzula sylvatica,1965,106
Luzula sylvatica,1970,163
Luzula sylvatica,1975,75
Luzula sylvatica,1980,81
Luzula sylvatica,1985,51
Luzula sylvatica,1990,93
Luzula sylvatica,1995,179
Luzula sylvatica,2000,347
Luzula sylvatica,2005,168
Luzula sylvatica,2010,185
Luzula sylvatica,2015,53
Lychnis chalcedonica,1960,1
Lychnis chalcedonica,1965,2
Lychnis chalcedonica,1970,1
Lychnis chalcedonica,1975,1
Lychnis chalcedonica,1985,3
Lychnis chalcedonica,1990,3
Lychnis chalcedonica,1995,3
Lychnis chalcedonica,2000,16
Lychnis chalcedonica,2005,1
Lychnis chalcedonica,2010,9
Lychnis chalcedonica,2015,8
Lychnis coronaria,1960,1
Lychnis coronaria,1965,6
Lychnis coronaria,1970,4
Lychnis coronaria,1975,8
Lychnis coronaria,1980,3
Lychnis coronaria,1985,8
Lychnis coronaria,1990,9
Lychnis coronaria,1995,9
Lychnis coronaria,2000,24
Lychnis coronaria,2005,36
Lychnis coronaria,2010,30
Lychnis coronaria,2015,43
Lychnis flos-cuculi,1960,195
Lychnis flos-cuculi,1965,365
Lychnis flos-cuculi,1970,639
Lychnis flos-cuculi,1975,625
Lychnis flos-cuculi,1980,619
Lychnis flos-cuculi,1985,717
Lychnis flos-cuculi,1990,678
Lychnis flos-cuculi,1995,903
Lychnis flos-cuculi,2000,2371
Lychnis flos-cuculi,2005,1339
Lychnis flos-cuculi,2010,1513
Lychnis flos-cuculi,2015,235
Lycium barbarum,1960,5
Lycium barbarum,1965,22
Lycium barbarum,1970,11
Lycium barbarum,1975,52
Lycium barbarum,1980,52
Lycium barbarum,1985,76
Lycium barbarum,1990,136
Lycium barbarum,1995,103
Lycium barbarum,2000,195
Lycium barbarum,2005,117
Lycium barbarum,2010,105
Lycium barbarum,2015,43
Lycopodiella inundata,1960,13
Lycopodiella inundata,1965,18
Lycopodiella inundata,1970,16
Lycopodiella inundata,1975,20
Lycopodiella inundata,1980,16
Lycopodiella inundata,1985,21
Lycopodiella inundata,1990,19
Lycopodiella inundata,1995,20
Lycopodiella inundata,2000,30
Lycopodiella inundata,2005,19
Lycopodiella inundata,2010,41
Lycopodiella inundata,2015,9
Lycopodium annotinum,1960,236
Lycopodium annotinum,1965,187
Lycopodium annotinum,1970,221
Lycopodium annotinum,1975,140
Lycopodium annotinum,1980,124
Lycopodium annotinum,1985,164
Lycopodium annotinum,1990,156
Lycopodium annotinum,1995,182
Lycopodium annotinum,2000,436
Lycopodium annotinum,2005,227
Lycopodium annotinum,2010,250
Lycopodium annotinum,2015,51
Lycopodium clavatum,1960,236
Lycopodium clavatum,1965,264
Lycopodium clavatum,1970,308
Lycopodium clavatum,1975,187
Lycopodium clavatum,1980,221
Lycopodium clavatum,1985,371
Lycopodium clavatum,1990,305
Lycopodium clavatum,1995,229
Lycopodium clavatum,2000,485
Lycopodium clavatum,2005,240
Lycopodium clavatum,2010,329
Lycopodium clavatum,2015,71
Lycopsis arvensis,1960,24
Lycopsis arvensis,1965,36
Lycopsis arvensis,1970,89
Lycopsis arvensis,1975,27
Lycopsis arvensis,1980,31
Lycopsis arvensis,1985,50
Lycopsis arvensis,1990,19
Lycopsis arvensis,1995,35
Lycopsis arvensis,2000,77
Lycopsis arvensis,2005,68
Lycopsis arvensis,2010,105
Lycopsis arvensis,2015,259
Lycopus europaeus,1960,188
Lycopus europaeus,1965,187
Lycopus europaeus,1970,380
Lycopus europaeus,1975,502
Lycopus europaeus,1980,512
Lycopus europaeus,1985,640
Lycopus europaeus,1990,586
Lycopus europaeus,1995,813
Lycopus europaeus,2000,2685
Lycopus europaeus,2005,1520
Lycopus europaeus,2010,1476
Lycopus europaeus,2015,484
Lycopus exaltatus,1960,4
Lycopus exaltatus,1965,2
Lycopus exaltatus,1970,7
Lycopus exaltatus,1975,10
Lycopus exaltatus,1980,12
Lycopus exaltatus,1985,7
Lycopus exaltatus,1990,27
Lycopus exaltatus,1995,9
Lycopus exaltatus,2000,14
Lycopus exaltatus,2005,5
Lycopus exaltatus,2010,11
Lycopus exaltatus,2015,8
Lysimachia nemorum,1960,255
Lysimachia nemorum,1965,331
Lysimachia nemorum,1970,412
Lysimachia nemorum,1975,289
Lysimachia nemorum,1980,309
Lysimachia nemorum,1985,337
Lysimachia nemorum,1990,276
Lysimachia nemorum,1995,397
Lysimachia nemorum,2000,985
Lysimachia nemorum,2005,524
Lysimachia nemorum,2010,642
Lysimachia nemorum,2015,68
Lysimachia nummularia,1960,377
Lysimachia nummularia,1965,476
Lysimachia nummularia,1970,601
Lysimachia nummularia,1975,638
Lysimachia nummularia,1980,582
Lysimachia nummularia,1985,643
Lysimachia nummularia,1990,692
Lysimachia nummularia,1995,826
Lysimachia nummularia,2000,2124
Lysimachia nummularia,2005,1501
Lysimachia nummularia,2010,1396
Lysimachia nummularia,2015,255
Lysimachia punctata,1960,4
Lysimachia punctata,1965,10
Lysimachia punctata,1970,7
Lysimachia punctata,1975,44
Lysimachia punctata,1980,40
Lysimachia punctata,1985,66
Lysimachia punctata,1990,42
Lysimachia punctata,1995,56
Lysimachia punctata,2000,145
Lysimachia punctata,2005,82
Lysimachia punctata,2010,110
Lysimachia punctata,2015,23
Lysimachia thyrsiflora,1960,25
Lysimachia thyrsiflora,1965,37
Lysimachia thyrsiflora,1970,26
Lysimachia thyrsiflora,1975,36
Lysimachia thyrsiflora,1980,32
Lysimachia thyrsiflora,1985,56
Lysimachia thyrsiflora,1990,45
Lysimachia thyrsiflora,1995,105
Lysimachia thyrsiflora,2000,227
Lysimachia thyrsiflora,2005,110
Lysimachia thyrsiflora,2010,123
Lysimachia thyrsiflora,2015,50
Lysimachia vulgaris,1960,366
Lysimachia vulgaris,1965,455
Lysimachia vulgaris,1970,684
Lysimachia vulgaris,1975,662
Lysimachia vulgaris,1980,643
Lysimachia vulgaris,1985,754
Lysimachia vulgaris,1990,768
Lysimachia vulgaris,1995,1136
Lysimachia vulgaris,2000,4049
Lysimachia vulgaris,2005,1851
Lysimachia vulgaris,2010,1917
Lysimachia vulgaris,2015,353
Lythrum hyssopifolia,1960,14
Lythrum hyssopifolia,1965,26
Lythrum hyssopifolia,1970,18
Lythrum hyssopifolia,1975,23
Lythrum hyssopifolia,1980,22
Lythrum hyssopifolia,1985,18
Lythrum hyssopifolia,1990,44
Lythrum hyssopifolia,1995,31
Lythrum hyssopifolia,2000,62
Lythrum hyssopifolia,2005,45
Lythrum hyssopifolia,2010,60
Lythrum hyssopifolia,2015,35
Lythrum salicaria,1960,133
Lythrum salicaria,1965,191
Lythrum salicaria,1970,291
Lythrum salicaria,1975,380
Lythrum salicaria,1980,446
Lythrum salicaria,1985,580
Lythrum salicaria,1990,568
Lythrum salicaria,1995,660
Lythrum salicaria,2000,2282
Lythrum salicaria,2005,1221
Lythrum salicaria,2010,1244
Lythrum salicaria,2015,352
Lythrum virgatum,1960,13
Lythrum virgatum,1965,10
Lythrum virgatum,1970,19
Lythrum virgatum,1975,13
Lythrum virgatum,1980,7
Lythrum virgatum,1985,4
Lythrum virgatum,1990,30
Lythrum virgatum,1995,17
Lythrum virgatum,2000,15
Lythrum virgatum,2005,5
Lythrum virgatum,2010,8
Lythrum virgatum,2015,1
Mahonia aquifolium,1960,1
Mahonia aquifolium,1965,3
Mahonia aquifolium,1970,4
Mahonia aquifolium,1975,2
Mahonia aquifolium,1980,7
Mahonia aquifolium,1985,14
Mahonia aquifolium,1990,21
Mahonia aquifolium,1995,21
Mahonia aquifolium,2000,72
Mahonia aquifolium,2005,72
Mahonia aquifolium,2010,140
Mahonia aquifolium,2015,89
Maianthemum bifolium,1960,819
Maianthemum bifolium,1965,804
Maianthemum bifolium,1970,1011
Maianthemum bifolium,1975,826
Maianthemum bifolium,1980,564
Maianthemum bifolium,1985,683
Maianthemum bifolium,1990,789
Maianthemum bifolium,1995,999
Maianthemum bifolium,2000,2511
Maianthemum bifolium,2005,1217
Maianthemum bifolium,2010,1388
Maianthemum bifolium,2015,206
Malaxis monophyllos,1960,12
Malaxis monophyllos,1965,11
Malaxis monophyllos,1970,7
Malaxis monophyllos,1975,5
Malaxis monophyllos,1980,6
Malaxis monophyllos,1985,10
Malaxis monophyllos,1990,12
